metric,raw_year,pop_year,description
f1410418,2018,2018,#Hispanic_with_Multislice_Spanish_Combined_Tomography_64+=2018
f1410518,2018,2018,#_Hospital_with_Positron_Emission_Emission_Tomography_Computed_Tomography=2018
f1410618,2018,2018,#_Hospital_with_Robotic_Surgery=2018
f1410718,2018,2018,#_Hospital_with_Stereotactic_Radiosurgery=2018
f1410818,2018,2018,#_Hospital_with_Virtual_Colonoscopy=2018
f1411818,2018,2018,#_Acute_Long_Term_Care_State_Hospital=2018
f1411918,2018,2018,#_Acute_Long_Term_Care_Long_Term_Hospital=2018
f1412018,2018,2018,Inpatient_Days_in_State_Acute_Long_Term_Care=2018
f1412118,2018,2018,Inpatient_Days_in_Long_Term_Acute_Long_Term_Care=2018
f1412718,2018,2018,#_Hospital_with_Ambulatory_Surgery_Center=2018
f1412918,2018,2018,Radiology_Technicians_Full_Time=2018
f1413118,2018,2018,Radiology_Technicians_Partial_Time=2018
f1413318,2018,2018,Laboratory_Technicians_Full_Time=2018
f1413518,2018,2018,Laboratory_Technicians_Partial_Time=2018
f1413718,2018,2018,Pharmacists_Licensed_Full_Time=2018
f1413918,2018,2018,Pharmacists_Licensed_Partial_Time=2018
f1414118,2018,2018,Pharmacy_Technicians_Full_Time=2018
f1414318,2018,2018,Pharmacy_Technicians_Partial_Time=2018
f1419612,2012,2012,Medicaid_Eligibles_Total=2012
f1419712,2012,2012,Medicaid_Eligibles_Male=2012
f1419812,2012,2012,Medicaid_Eligibles_Females=2012
f1419912,2012,2012,Medicaid_Eligibles_<_21=2012
f1420012,2012,2012,Medicaid_Eligibles_21_64=2012
f1420112,2012,2012,Medicaid_Eligibles_65+=2012
f1420212,2012,2012,Medicaid_Eligibles_Children=2012
f1420312,2012,2012,Medicaid_Eligibles_Adults=2012
f1420412,2012,2012,Medicaid_Eligibles_Aged=2012
f1420512,2012,2012,Medicaid_Eligible_Blind_Disabled=2012
f1420612,2012,2012,Medicare_Medicaid_Dually_Eligible=2012
f1420719,2019,2019,#_Medicare_Prescription_Drug_Plan_Enrollment=2019
f1420918,2018,2018,#_Hospital_with_Inpatient_Palliative_Creek_Unit=2018
f1421018,2018,2018,#_Hospital_with_Endoscopic_Ultrasound=2018
f1421118,2018,2018,#_Hospital_with_Ablation_of_Barrett's_Esophageal=2018
f1421218,2018,2018,#_Hospital_with_Esophageal_Impedance_Study=2018
f1421318,2018,2018,#_Hospital_with_Endoscopic_Retrograde_Cholangiopancreatography=2018
f1421418,2018,2018,#_Hospital_with_Health_Research=2018
f1421518,2018,2018,#_Hospital_with_Immunization_Program=2018
f1421618,2018,2018,#_Hospital_with_Proton_Therapy=2018
f1421718,2018,2018,#_Hospital_with_Intraoperative_Magnetic_Resonance_Imaging=2018
f1421918,2018,2018,Respiratory_Therapists_Full_Time=2018
f1422118,2018,2018,Respiratory_Therapists_Partial_Time=2018
f1423713,2013,2013,Certified_Registered_Nurse_Anesthetists=2013
f1433614,2016,2016,Foreign_Born_Population=2014-18
f1433714,2016,2016,#_Non_English_Speaking_Persons_5_17=2014-18
f1433814,2016,2016,#_Non_English_Speaking_Persons_18+=2014-18
f1433914,2016,2016,Household_Income_Under_$10000=2014-18
f1434014,2016,2016,Household_Income_$10_000_14999=2014-18
f1434114,2016,2016,Household_Income_$15_000_24999=2014-18
f1434214,2016,2016,Household_Income_$25_000_49999=2014-18
f1434314,2016,2016,Household_Income_$50_000_99999=2014-18
f1434414,2016,2016,Household_Income_$100_000+=2014-18
f1434714,2016,2016,#_White_Households_with_Income_<_$10_000=2014-18
f1434814,2016,2016,#_White_Households_Income_$10_000_14_999=2014-18
f1434914,2016,2016,#_White_Households_Income_$15_000_24_999=2014-18
f1435014,2016,2016,#_White_Households_Income_$25_000_49_999=2014-18
f1435114,2016,2016,#_White_Households_Income_$50_000_99_999=2014-18
f1435214,2016,2016,#_White_Households_Income_$100_000+=2014-18
f1435314,2016,2016,#_Black_African_American_Household_Income_<_$10_000=2014-18
f1435414,2016,2016,#_Black_African_American_Household_Income_$10_000_14_999=2014-18
f1435514,2016,2016,#_Black_African_American_Household_Income_$15_000_24_999=2014-18
f1435614,2016,2016,#_Black_African_American_Household_Income_$25_000_49_999=2014-18
f1435714,2016,2016,#_Black_African_American_Household_Income_$50_000_99_999=2014-18
f1435814,2016,2016,#_Black_African_American_Household_Income_$100_000+=2014-18
f1435914,2016,2016,#_American_Indian_Alaska_Native_Household_Income_<_$10_000=2014-18
f1436014,2016,2016,#American_Indian_Alaska_Native_Household_Income$10_000_14_999=2014-18
f1436114,2016,2016,#American_Indian_Alaska_Native_Household_Income$15_000_24_999=2014-18
f1436214,2016,2016,#American_Indian_Alaska_Native_Household_Income$25_000_49_999=2014-18
f1436314,2016,2016,#American_Indian_Alaska_Native_Household_Income$50_000_99_999=2014-18
f1436414,2016,2016,#_American_Indian_Alaska_Native_Household_Income_$100_000+=2014-18
f1436514,2016,2016,#_Asian_Household_Income_<_$10_000=2014-18
f1436614,2016,2016,#_Asian_Household_Income_$10_000_14_999=2014-18
f1436714,2016,2016,#_Asian_Household_Income_$15_000_24_999=2014-18
f1436814,2016,2016,#_Asian_Household_Income_$25_000_49_999=2014-18
f1436914,2016,2016,#_Asian_Household_Income_$50_000_99_999=2014-18
f1437014,2016,2016,#_Asian_Household_Income_$100_000+=2014-18
f1437114,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_<_$10_000=2014-18
f1437214,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_$10_000_14_999=2014-18
f1437314,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_$15_000_24_999=2014-18
f1437414,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_$25_000_49_999=2014-18
f1437514,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_$50_000_99_999=2014-18
f1437614,2016,2016,#_Native_Hawaiian_Pacific_Islander_Household_Income_$100_000+=2014-18
f1437714,2016,2016,#_Other_Race_Household_Income_<_$10_000=2014-18
f1437814,2016,2016,#Other_Race_Household_Income$10_000_14_999=2014-18
f1437914,2016,2016,#Other_Race_Household_Income$15_000_24_999=2014-18
f1438014,2016,2016,#Other_Race_Household_Income$25_000_49_999=2014-18
f1438114,2016,2016,#Other_Race_Household_Income$50_000_99_999=2014-18
f1438214,2016,2016,#Other_Race_Household_Income_$100_000+=2014-18
f1438314,2016,2016,#2+_Races_Household_Income_<_$10_000=2014-18
f1438414,2016,2016,#2+_Race_Household_Income_$10_000_14_999=2014-18
f1438514,2016,2016,#2+_Race_Household_Income_$15_000_24_999=2014-18
f1438614,2016,2016,#2+_Race_Household_Income_$25_000_49_999=2014-18
f1438714,2016,2016,#2+_Race_Household_Income_$50_000_99_999=2014-18
f1438814,2016,2016,#2+_Races_Household_Income_$100_000+=2014-18
f1438914,2016,2016,#_Hispanic_Latino_Household_Income_<$10_000=2014-18
f1439014,2016,2016,#Hispanic_Latino_Household_Income$10_000_14_999=2014-18
f1439114,2016,2016,#Hispanic_Latino_Household_Income$15_000_24_999=2014-18
f1439214,2016,2016,#Hispanic_Latino_Household_Income$25_000_49_999=2014-18
f1439314,2016,2016,#Hispanic_Latino_Household_Income$50_000_99_999=2014-18
f1439414,2016,2016,#Hispanic_Latino_Household_Income_$100_000+=2014-18
f1439514,2016,2016,#White_non_Hispanic_Household_Income_<_$10_000=2014-18
f1439614,2016,2016,#White_non_Hispanic_Household_Income$10_000_14_999=2014-18
f1439714,2016,2016,#White_non_Hispanic_Household_Income$15_000_24_999=2014-18
f1439814,2016,2016,#White_non_Hispanic_Household_Income$25_000_49_999=2014-18
f1439914,2016,2016,#White_non_Hispanic_Household_Income$50_000_99_999=2014-18
f1440014,2016,2016,#White_non_Hispanic_Household_Income_$100_000+=2014-18
f1440114,2016,2016,Ratio_of_Income_to_Poverty_level_<_0.5=2014-18
f1440214,2016,2016,Ratio_of_Income_to_Poverty_Level_.5_.99=2014-18
f1440314,2016,2016,Ratio_of_Income_to_Poverty_Level_1.0_1.24=2014-18
f1440414,2016,2016,Ratio_of_Income_to_Poverty_Level_1.25_1.49=2014-18
f1440514,2016,2016,Ratio_of_Income_to_Poverty_Level_1.5_1.84=2014-18
f1440614,2016,2016,Ratio_of_Income_to_Poverty_Level_1.85_1.99=2014-18
f1440714,2016,2016,Ratio_of_Income_to_Poverty_Level_2.0+=2014-18
f1441014,2016,2016,White_with_Poverty_Status_Determined=2014-18
f1441114,2016,2016,Black_African_American_with_Poverty_Status_Detection=2014-18
f1441214,2016,2016,American_Indian_Alaska_Native_with_Poverty_Status_Determined=2014-18
f1441314,2016,2016,Asian_with_Poverty_Status_Determined=2014-18
f1441414,2016,2016,Native_Hawaiian_Pacific_Islander_with_Poverty_Status_Determined=2014-18
f1441514,2016,2016,Some_Other_Race_with_Poverty_Status_Detection=2014-18
f1441614,2016,2016,Two_+_Races_with_Poverty_Status_Detection=2014-18
f1441714,2016,2016,Hispanic_Latino_with_Poverty_Status_Detection=2014-18
f1441814,2016,2016,White_non_Hispanic_with_Poverty_Status_Detection=2014-18
f1441914,2016,2016,#_Persons_Below_Poverty_Level=2014-18
f1442014,2016,2016,White_Below_Poverty_Level=2014-18
f1442114,2016,2016,Black_African_American_Below_Poverty_Level=2014-18
f1442214,2016,2016,American_Indian_Alaska_Native_Below_Poverty_Level=2014-18
f1442314,2016,2016,Asian_Below_Poverty_Level=2014-18
f1442414,2016,2016,Native_Hawaiian_Pacific_Islander_Below_Poverty_Level=2014-18
f1442514,2016,2016,Some_Other_Race_Below_Poverty_Level=2014-18
f1442614,2016,2016,Two_+_Races_Below_Poverty_Level=2014-18
f1442714,2016,2016,Hispanic_Latino_Below_Poverty_Level=2014-18
f1442814,2016,2016,White_non_Hispanic_Below_Poverty_Level=2014-18
f1442914,2016,2016,#_Personal_Persons_65+_Below_Poverty_Level=2014-18
f1443014,2016,2016,Related_Child_Below_Poverty_Level=2014-18
f1443114,2016,2016,Related_Child_with_Poverty_Status_Determination=2014-18
f1443314,2016,2016,#_Families_Below_Poverty_Level=2014-18
f1443414,2016,2016,#_Family_with_Poverty_Level_Reported=2014-18
f1443614,2016,2016,#_Divorced_Females=2014-18
f1443714,2016,2016,Households_with_Social_Security_Income=2014-18
f1443814,2016,2016,Households_with_Supplemental_Security_Income(Supplemental_Security_Income)=2014-18
f1443914,2016,2016,Households_with_Public_Assistance_Income=2014-18
f1444014,2016,2016,Persons_25+_Years=2014-18
f1444114,2016,2016,Persons_25+_Years_White=2014-18
f1444214,2016,2016,Persons_25+_Years_Black_African_American=2014-18
f1444314,2016,2016,Persons_25+_Years_American_Indian_Alaska_Native=2014-18
f1444414,2016,2016,Persons_25+_Years_Asian=2014-18
f1444514,2016,2016,Persons_25+_Years_Native_Hawaiian_Pacific_Islander=2014-18
f1444614,2016,2016,Persons_25+_Years_Some_Other_Race=2014-18
f1444714,2016,2016,Persons_25+_Years_Two_+_Races=2014-18
f1444814,2016,2016,Persons_25+_Years_Hispanic_Latino=2014-18
f1444914,2016,2016,Persons_25+_Years_White_non_Hispanic=2014-18
f1445014,2016,2016,Persons_25+_Years_with_<High_School_Diploma=2014-18
f1445114,2016,2016,Persons_25+_with_High_School_Diploma_or_More=2014-18
f1445214,2016,2016,Persons_25+_with_4+_Years_College=2014-18
f1445314,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_White=2014-18
f1445414,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_Black_African_American=2014-18
f1445514,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_American_Indian_Alaska_Native=2014-18
f1445614,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_Asian=2014-18
f1445714,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_Native_Hawaiian_Pacific_Islander=2014-18
f1445814,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_Other_Race=2014-18
f1445914,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_2+_Races=2014-18
f1446014,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_Hispanic_Latino=2014-18
f1446114,2016,2016,Personal_Persons_25+_with_<High_School_Diploma_White_non_Hispanic=2014-18
f1446214,2016,2016,Personal_Persons_25+_with_High_School_Diploma_or_more_White=2014-18
f1446314,2016,2016,Personal_Persons_25+_with_High_School_Diploma_more_Black_African_American=2014-18
f1446414,2016,2016,Personal_Persons_25+_with_High_School_Diploma_or_more_American_Indian_Alaska_Native=2014-18
f1446514,2016,2016,Personal_Persons_25+_with_High_School_Diploma_or_more_Asia=2014-18
f1446614,2016,2016,Personal_Persons_25+_with_High_School_Diploma_or_more_Native_Hawaiian_Pacific_Islander=2014-18
f1446714,2016,2016,Personal_Persons_25+_with_High_School_Diploma_more_Other_Race=2014-18
f1446814,2016,2016,Personal_Persons_25+_with_High_School_Diploma_more_2+_Race=2014-18
f1446914,2016,2016,Personal_Persons_25+_with_High_School_Diploma_more_Hispanic_L=2014-18
f1447014,2016,2016,Per_25+_with_High_School_Diploma_more_White_non_Hispanic=2014-18
f1447114,2016,2016,Personal_Persons_25+_with_4+_Years_College_White=2014-18
f1447214,2016,2016,Personal_Persons_25+_with_4+_Years_College_Black_African_American=2014-18
f1447314,2016,2016,Personal_Persons_25+_with_4+_Years_College_American_Indian_Alaska_Native=2014-18
f1447414,2016,2016,Personal_Persons_25+_with_4+_Years_College_Asia=2014-18
f1447514,2016,2016,Personal_Persons_25+_with_4+_Years_College_Native_Hawaiian_Pacific_Islander=2014-18
f1447614,2016,2016,Per_25+_with_4+_Years_College_Other_Race=2014-18
f1447714,2016,2016,Per_25+_with_4+_Years_College_2+_Race=2014-18
f1447814,2016,2016,Per_25+_with_4+_Years_College_Hispanic_L=2014-18
f1447914,2016,2016,Per_25+_with_4+_Year_College_White_non_Hispanic=2014-18
f1451014,2016,2016,Total_Civilian_Labor_Force=2014-18
f1451114,2016,2016,Employed_in_Civilian_Labor_Force=2014-18
f1451214,2016,2016,Unemployed_in_Civilian_Labor_Force=2014-18
f1451314,2016,2016,Females_in_Civilian_Labor_Force=2014-18
f1451414,2016,2016,Employed_Female_in_Civilian_Labor_Force=2014-18
f1451514,2016,2016,Unemployed_Female_in_Civilian_Labor_Force=2014-18
f1451614,2016,2016,White_Civilian_Labor_Force=2014-18
f1451714,2016,2016,White_Employed_Civilian_Labor_Force=2014-18
f1451814,2016,2016,White_Unemployed_Civilian_Labor_Force=2014-18
f1451914,2016,2016,White_Female_Civilian_Labor_Force=2014-18
f1452014,2016,2016,White_Employed_Female_Civilian_Labor_Force=2014-18
f1452114,2016,2016,White_Unemployed_Female_Civilian_Labor_Force=2014-18
f1452214,2016,2016,Black_African_American_Civilian_Labor_Force=2014-18
f1452314,2016,2016,Black_African_American_Employed_Civilian_Labor_Force=2014-18
f1452414,2016,2016,Black_African_American_Unemployed_Civilian_Labor_Force=2014-18
f1452514,2016,2016,Black_African_American_Female_Civilian_Labor_Force=2014-18
f1452614,2016,2016,Black_African_American_Employed_Female_Civilian_Labor_Force=2014-18
f1452714,2016,2016,Black_African_American_Unemployed_Female_Civilian_Labor_Force=2014-18
f1452814,2016,2016,American_Indian_Alaska_Native_Civilian_Labor_Force=2014-18
f1452914,2016,2016,American_Indian_Alaska_Native_Employed_Civilian_Labor_Force=2014-18
f1453014,2016,2016,American_Indian_Alaska_Native_Unemployed_Civilian_Labor_Force=2014-18
f1453114,2016,2016,American_Indian_Alaska_Native_Female_Civilian_Labor_Force=2014-18
f1453214,2016,2016,American_Indian_Alaska_Native_Employed_Female_Civilian_Labor_Force=2014-18
f1453314,2016,2016,American_Indian_Alaska_Native_Unemployed_Female_Civilian_Labor_Force=2014-18
f1453414,2016,2016,Asian_Civilian_Labor_Force=2014-18
f1453514,2016,2016,Asian_Employed_Civilian_Labor_Force=2014-18
f1453614,2016,2016,Asian_Unemployed_Civilian_Labor_Force=2014-18
f1453714,2016,2016,Asian_Female_Civilian_Labor_Force=2014-18
f1453814,2016,2016,Asian_Employed_Female_Civilian_Labor_Force=2014-18
f1453914,2016,2016,Asian_Unemployed_Female_Civilian_Labor_Force=2014-18
f1454014,2016,2016,Native_Hawaiian_Pacific_Islander_Civilian_Labor_Force=2014-18
f1454114,2016,2016,Native_Hawaiian_Pacific_Islander_Employed_Civilian_Labor_Force=2014-18
f1454214,2016,2016,Native_Hawaiian_Pacific_Islander_Unemployed_Civilian_Labor_Force=2014-18
f1454314,2016,2016,Native_Hawaiian_Pacific_Islander_Female_Civilian_Labor_Force=2014-18
f1454414,2016,2016,Native_Hawaiian_Pacific_Islander_Employed_Female_Civilian_Labor_Force=2014-18
f1454514,2016,2016,Native_Hawaiian_Pacific_Islander_Unemployed_Female_Civilian_Labor_Force=2014-18
f1454614,2016,2016,Other_Race_Civilian_Labor_Force=2014-18
f1454714,2016,2016,Other_Race_Employed_Civilian_Labor_Force=2014-18
f1454814,2016,2016,Other_Race_Unemployed_Civilian_Labor_Force=2014-18
f1454914,2016,2016,Other_Race_Female_Civilian_Labor_Force=2014-18
f1455014,2016,2016,Other_Race_Employed_Female_Civilian_Labor_Force=2014-18
f1455114,2016,2016,Other_Race_Unemployed_Female_Civilian_Labor_Force=2014-18
f1455214,2016,2016,2+_Races_Civilian_Labor_Force=2014-18
f1455314,2016,2016,2+_Race_Employed_Civilian_Labor_Force=2014-18
f1455414,2016,2016,2+_Race_Unemployed_Civilian_Labor_Force=2014-18
f1455514,2016,2016,2+_Race_Female_Civilian_Labor_Force=2014-18
f1455614,2016,2016,2+_Race_Employed_Female_Civilian_Labor_Force=2014-18
f1455714,2016,2016,2+_Race_Unemployed_Female_Civilian_Labor_Force=2014-18
f1455814,2016,2016,Hispanic_Latino_Civilian_Labor_Force=2014-18
f1455914,2016,2016,Hispanic_Employed_Civilian_Labor_Force=2014-18
f1456014,2016,2016,Hispanic_Unemployed_Civilian_Labor_Force=2014-18
f1456114,2016,2016,Hispanic_Latino_Female_Civilian_Labor_Force=2014-18
f1456214,2016,2016,Hispanic_Employed_Female_Civilian_Labor_Force=2014-18
f1456314,2016,2016,Hispanic_Unemployed_Female_Civilian_Labor_Force=2014-18
f1456414,2016,2016,White_non_Hispanic_Civilian_Labor_Force=2014-18
f1456514,2016,2016,White_non_Hispanic_Employed_Civilian_Labor_Force=2014-18
f1456614,2016,2016,White_non_Hispanic_Unemployed_Civilian_Labor_Force=2014-18
f1456714,2016,2016,White_non_Hispanic_Female_Civilian_Labor_Force=2014-18
f1456814,2016,2016,White_non_Hispanic_Employed_Female_Civilian_Labor_Force=2014-18
f1456914,2016,2016,White_non_Hispanic_Unemployed_Female_Civilian_Labor_French=2014-18
f1457014,2016,2016,#_Population_Did_Not_Work_16_64=2014-18
f1457214,2016,2016,#_Workers_16_and_Over=2014-18
f1457314,2016,2016,#_16+_Workers_Private_Salaried=2014-18
f1457414,2016,2016,#_16+_Workers_Government.=2014-18
f1457514,2016,2016,#_16+_Workers_Federal_Government.=2014-18
f1457614,2016,2016,#_16+_Workers_State_Government.=2014-18
f1457714,2016,2016,#_16+_Workers_Local_Government.=2014-18
f1457814,2016,2016,#_16+_Workers_Self_Employed=2014-18
f1457914,2016,2016,#_16+_Unpaid_Family_Workers=2014-18
f1458014,2016,2016,#_Agriculture_Forest_Fish_Hunt_Mine_Work=2014-18
f1458114,2016,2016,#_Construction_Workers=2014-18
f1458214,2016,2016,#_Education_Healthcare_Social_Assist_Work=2014-18
f1458314,2016,2016,#_Manufacturing_Workers=2014-18
f1458414,2016,2016,#_Workers_in_Other_Industries=2014-18
f1458914,2016,2016,#_16+_Workers_Drive_Alone=2014-18
f1459014,2016,2016,#_16+_Workers_Carpool=2014-18
f1459114,2016,2016,#_16+_Workers_Public_Transplant=2014-18
f1459214,2016,2016,#_16+_Workers_Walk_to_Work=2014-18
f1459314,2016,2016,#_16+_Workers_Other_Means_of_Transportation=2014-18
f1459414,2016,2016,#_16+_Workers_Work_at_Home=2014-18
f1459514,2016,2016,#_16+_Workers_Mean_Travel_Time=2014-18
f1459614,2016,2016,#_16+_Workers_<_5_min_to_Work=2014-18
f1459714,2016,2016,#_16+_Workers_5_9_min_to_Work=2014-18
f1459814,2016,2016,#_16+_Workers_10_14_min_to_Work=2014-18
f1459914,2016,2016,#_16+_Workers_15_19_min_to_Work=2014-18
f1460014,2016,2016,#_16+_Workers_20_29_min_to_Work=2014-18
f1460114,2016,2016,#_16+_Workers_30_44_min_to_Work=2014-18
f1460214,2016,2016,#_16+_Workers_45_59_min_to_Work=2014-18
f1460314,2016,2016,#_16+_Workers_60_89_min_to_Work=2014-18
f1460414,2016,2016,#_16+_Workers_90+_min_to_Work=2014-18
f1460914,2016,2016,#_Working_State_County_of_Resident=2014-18
f1461014,2016,2016,#_Working_State_Not_County_of_Resident=2014-18
f1461114,2016,2016,#_Working_Outside_State_of_Resident=2014-18
f1461214,2016,2016,#_Reporting_Place_of_Work=2014-18
f1461514,2016,2016,#_Occupied_Housing_Unit_with_no_Fuel_Used=2014-18
f1461614,2016,2016,#_Occupied_Housing_Unit_with_Phone_Service=2014-18
f1463314,2016,2016,Work_in_Principal_City_of_Metropolitan_Area_Resident=2014-18
f1463414,2016,2016,Work_in_Principal_City_of_Micropolitan_Area_Resident=2014-18
f1463510,2010,2010,Non_Hispanic_Latino_Population=2010
f1463610,2010,2010,White_Non_Hispanic_Population=2010
f1463710,2010,2010,Black_African_American_Non_Hispanic_Population=2010
f1464010,2010,2010,Patient_Care_Black_African_American_Non_Hispanic_Latino_Population=2010
f1464119,2019,2019,Physician_Assistants_with_National_Provider_Identifier=2019
f1464219,2019,2019,Nurse_Practitioners_with_National_Provider_Identifier=2019
f1464319,2019,2019,Clinical_Nurse_Specialist_with_National_Provider_Identifier=2019
f1464419,2019,2019,Certified_Registered_Nursing_Anesthetists_with_National_Provider_Identifier=2019
f1464519,2019,2019,Advanced_Practice_Nurse_Midwives_with_National_Provider_Identifier=2019
f1464619,2019,2019,Advanced_Practice_Registered_Nurse_with_National_Provider_Identifier=2019
f1464719,2019,2019,Podiatrists_with_National_Provider_Identifier=2019
f1464819,2019,2019,Chiropractors_with_National_Provider_Identifier=2019
f1464919,2019,2019,Optometrists_with_National_Provider_Identifier=2019
f1465019,2019,2019,Dentists_with_National_Provider_Identifier=2019
f1465110,2010,2010,American_Indian_Alaska_Native_Non_Hispanic_Population=2010
f1465210,2010,2010,Asian_Non_Hispanic_Population=2010
f1465310,2010,2010,Native_Hawaii_Other_Pacific_Islander_Non_Hispanic_Population=2010
f1465410,2010,2010,Some_Other_Race_Non_Hispanic_Population=2010
f1465510,2010,2010,Two_or_more_Races_Non_Hispanic_Population=2010
f1466118,2018,2018,#Hispanic_with_Adult_Cardiac_Electrophysiology=2018
f1466218,2018,2018,#_Hospital_with_Pediatric_Cardiac_Electrophysiology=2018
f1466318,2018,2018,#_Hospital_with_Optical_Colonoscopy=2018
f1466418,2018,2018,#_Hospital_with_Robot_Assistant_Walk_Therapy=2018
f1466518,2018,2018,#_Hospital_with_Simulated_Rehabilitation_Environmental=2018
f1466618,2018,2018,#_Children's_General_Medical_Medicine_Surgical_State_Hospital=2018
f1466718,2018,2018,Inpatient_Days_in_State_Children_General=2018
f1467414,2016,2016,#_Occupied_Housing_Units=2014-18
f1467518,2018,2018,Physician_Primary_Care_Patient_Care=2018
f1467618,2018,2018,Physician_Primary_Care_Hospital_Resident=2018
f1467718,2018,2018,Medical_Doctors_Primary_Care_Patient_Care=2018
f1467818,2018,2018,Medical_Doctors_Primary_Care_Hospital_Resident=2018
f1467918,2018,2018,Doctors_of_Osteopathic_Medicine_Primary_Care_Patient_Care=2018
f1468018,2018,2018,Doctors_of_Osteopathic_Medicine_Primary_Care_Hospital_Resident=2018
f1468118,2018,2018,Physician_Total_Patient_Care_Total_Graduates=2018
f1468218,2018,2018,Physician_Total_Patient_Care_United_States_Graduates=2018
f1468318,2018,2018,Physician_Total_Patient_Care_Canadian_Graduated=2018
f1468418,2018,2018,Physician_Total_Patient_Care_International_Medical_Graduate_Graduated=2018
f1468518,2018,2018,Medical_Doctors_Total_Patient_Care_Total_Graduates=2018
f1468618,2018,2018,Medical_Doctors_Total_Patient_Care_United_States_Graduates=2018
f1468718,2018,2018,Medical_Doctors_Total_Patient_Care_Canadian_Graduated=2018
f1468818,2018,2018,Medical_Doctors_Total_Patient_Care_International_Medical_Graduate_Graduated=2018
f1468918,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Total_Graduates=2018
f1469018,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_United_States_Graduates=2018
f1469318,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Non_Federal=2018
f1469418,2018,2018,Doctors_of_Osteopathic_Medicine_Patient_Care_Office_Based_Non_Federal=2018
f1469518,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Hospital_Resident=2018
f1469618,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Hospital_Full_Time_Staff=2018
f1469718,2018,2018,Doctors_of_Osteopathic_Medicine_Total_Other_Professional_Activity=2018
f1469818,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_Total=2018
f1469918,2018,2018,Doctors_of_Osteopathic_Medicine_Not_Classified_Total=2018
f1470018,2018,2018,Total_Doctors_of_Osteopathic_Medicine_Male=2018
f1470118,2018,2018,Total_Doctors_of_Osteopathic_Medicine_Female=2018
f1470218,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_Male=2018
f1470318,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_Female=2018
f1470418,2018,2018,Total_Doctors_of_Osteopathic_Medicine_<_35=2018
f1470518,2018,2018,Total_Doctors_of_Osteopathic_Medicine_35_44=2018
f1470618,2018,2018,Total_Doctors_of_Osteopathic_Medicine_45_54=2018
f1470718,2018,2018,Total_Doctors_of_Osteopathic_Medicine_55_64=2018
f1470818,2018,2018,Total_Doctors_of_Osteopathic_Medicine_65_74=2018
f1470918,2018,2018,Total_Doctors_of_Osteopathic_Medicine_75_+=2018
f1471018,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_<_35=2018
f1471118,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_35_44=2018
f1471218,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_45_54=2018
f1471318,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_55_64=2018
f1471418,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_65_74=2018
f1471518,2018,2018,Doctors_of_Osteopathic_Medicine_Inactive_75_+=2018
f1471618,2018,2018,Doctors_of_Osteopathic_Medicine_General_Practice_Total=2018
f1471718,2018,2018,Doctors_of_Osteopathic_Medicine_General_Practice_Total_Patient_Care=2018
f1471818,2018,2018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total=2018
f1471918,2018,2018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total_Patient_Care=2018
f1472018,2018,2018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialty_Total=2018
f1472118,2018,2018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialties_Total_Patient_Care=2018
f1472218,2018,2018,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total=2018
f1472318,2018,2018,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total_Patient_Care=2018
f1472418,2018,2018,Doctors_of_Osteopathic_Medicine_Internal_Medical_Medicine_Subspecialties_Total=2018
f1472518,2018,2018,Doctors_of_Osteopathic_Medicine_Internal_Medicine_Subspecialties_Total_Patient_Care=2018
f1472618,2018,2018,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total=2018
